07:00 A,$30.00
08:30 A,$30.00
10:00 A,$30.00
11:00 A,$30.00
12:00 P,$30.00
01:00 P,$30.00
02:00 P,$30.00
03:00 P,$30.00
04:00 P,$30.00
05:00 P,$30.00
06:00 P,$30.00
07:00 P,$30.00
08:30 P,$30.00
